0.647908,0.808365,0.094517,0.461232,0.062938,0.673410,0.619236,0.491259,0.633092,0.649532,0.332009,0.808917,0.781838,0.324000,0.330529
0.291539,0.930947,0.165837,0.360345,0.527137,0.372704,0.266289,0.480829,0.423631,0.551940,0.032624,0.948573,0.522694,0.475667,0.176461
0.342901,0.773433,0.416031,0.791534,0.784986,0.576785,0.421941,0.908609,0.984309,0.499916,0.563185,0.350605,0.618548,0.921606,0.478481
0.021620,0.629247,0.996165,0.545950,0.687689,0.647012,0.454024,0.716974,0.062870,0.524106,0.890678,0.271217,0.014183,0.172894,0.780429
0.362779,0.690201,0.288545,0.586582,0.256622,0.735019,0.625633,0.338953,0.745256,0.878024,0.920425,0.173574,0.199640,0.129735,0.503850
0.742973,0.486267,0.155409,0.703944,0.608514,0.118938,0.965715,0.650094,0.142434,0.340664,0.037481,0.182797,0.570817,0.696449,0.802010
0.660376,0.866024,0.018340,0.891742,0.891515,0.957603,0.538146,0.459646,0.706794,0.471502,0.847198,0.792782,0.350105,0.261914,0.816637
0.483072,0.714261,0.445891,0.581770,0.628858,0.293051,0.858155,0.506630,0.894375,0.159487,0.128653,0.967832,0.288498,0.366648,0.592200
0.491470,0.965236,0.759657,0.402697,0.360457,0.094641,0.950985,0.455225,0.060873,0.878939,0.940122,0.480369,0.531889,0.431595,0.113362
0.819907,0.630431,0.699698,0.175973,0.255029,0.680733,0.174290,0.953515,0.448367,0.351000,0.932296,0.748859,0.263968,0.357071,0.539048
0.366568,0.711205,0.358731,0.614899,0.912717,0.318132,0.847831,0.675787,0.212619,0.143268,0.178028,0.839874,0.796550,0.828467,0.415649
0.605996,0.254205,0.765641,0.938158,0.714940,0.546021,0.050582,0.242639,0.852353,0.782005,0.052080,0.965536,0.291464,0.286939,0.555319
-82.883173,747.774666,549.365601,213.489284,1753.747393,165.922617,1261.636782,-818.950747,-166.650071,-821.480625,14.844896,-2161.365740,1563.416746,4.889565,883.055919
-159.832120,2326.305298,956.306433,584.106247,5546.155223,-481.318214,-198.884944,-3411.516453,-368.500251,-1511.794033,-104.797742,-1711.368613,5518.412383,1064.612414,1855.189030
24.813198,767.240341,-273.594975,131.597571,1899.988505,-938.694387,-3292.594572,-1798.469757,-2.376071,320.996803,-151.047890,3363.356554,2331.896219,1175.400504,-84.709493
1.997279,32.295694,-10.482545,5.728250,79.509246,-39.051822,-136.847981,-74.412231,-0.008196,13.583219,-5.670447,140.911234,97.803295,49.660891,-2.805408
0.069851,0.135277,0.244482,0.714321,0.926686,0.629807,0.111846,0.846484,0.839056,0.440330,0.244643,0.254772,0.960832,0.264245,0.949610
0.357928,0.811338,0.700398,0.296383,0.300203,0.227294,0.938744,0.562537,0.123877,0.892021,0.488511,0.762957,0.586770,0.307099,0.265312
0.462874,0.228546,0.685174,0.009247,0.552912,0.532449,0.486950,0.880509,0.758195,0.972859,0.069238,0.620145,0.326260,0.550898,0.921881
0.723989,0.803299,0.590986,0.972430,0.620790,0.470722,0.409201,0.929754,0.238082,0.878472,0.773876,0.333110,0.541090,0.636234,0.259204
0.619881,0.186351,0.768906,0.199314,0.367401,0.353918,0.882751,0.289687,0.535860,0.086443,0.885397,0.610084,0.396330,0.099733,0.614984
0.878826,0.122586,0.062303,0.588651,0.859727,0.220546,0.845312,0.657970,0.080975,0.566485,0.397205,0.699614,0.447097,0.778892,0.495701
0.683352,0.230675,0.581141,0.381901,0.763586,0.249408,0.611912,0.306863,0.625365,0.631267,0.287532,0.163556,0.613757,0.040669,0.854711
0.598099,0.163949,0.120476,0.857796,0.677208,0.030547,0.679636,0.700488,0.294868,0.451956,0.955511,0.803815,0.379435,0.860666,0.058682
0.293543,0.855473,0.764534,0.377601,0.172759,0.228977,0.454830,0.605106,0.365084,0.356542,0.817074,0.749533,0.503465,0.003289,0.340526
0.466369,0.798858,0.634796,0.322818,0.479183,0.855482,0.471766,0.530386,0.378863,0.349344,0.372515,0.311275,0.827570,0.607259,0.964132
0.412761,0.119913,0.333092,0.959409,0.028898,0.030229,0.956702,0.215340,0.313273,0.936075,0.529673,0.436216,0.968026,0.050291,0.627949
0.880444,0.764229,0.714107,0.475339,0.762319,0.109245,0.544940,0.622724,0.223137,0.959508,0.841759,0.861263,0.643311,0.679977,0.267358
0.467611,0.043217,0.473068,0.490768,0.967460,0.121368,0.775612,0.232225,0.063065,0.001279,0.337197,0.741518,0.535087,0.926749,0.727736
0.050742,0.402473,0.741061,0.517603,0.841331,0.702133,0.477227,0.857477,0.442730,0.786130,0.483757,0.067023,0.445611,0.843890,0.829629
0.870538,0.971689,0.562408,0.583569,0.815400,0.148416,0.455242,0.914806,0.101037,0.906152,0.170200,0.306451,0.328814,0.306427,0.168457
0.823750,0.377266,0.444174,0.280611,0.908532,0.400633,0.145865,0.050698,0.025926,0.004876,0.751718,0.197820,0.275351,0.231185,0.839595
0.120108,12.921448,-8.206429,-3.632460,5.113250,-6.674061,10.381162,-18.162734,-7.070059,-15.423711,1.972585,-26.479769,2.598130,0.916907,19.745019
-0.239593,36.406138,-23.280836,-11.898605,13.543705,-21.095643,28.828789,-53.145042,-20.326605,-47.450399,4.352469,-77.511441,7.473585,0.822196,56.206555
-196.425373,1356.743601,436.210824,-235.696531,2330.012937,-647.508770,3439.234869,-2130.024435,-205.237945,-1363.017821,-35.374279,-1513.173016,869.473713,-393.686424,612.644227
-596.593519,3339.713965,1028.203405,-1002.579860,6564.450968,-2098.120424,9629.775210,-6804.542041,-1163.273547,-5132.341483,41.454836,-5739.059493,2020.329648,-1471.780369,3177.058990
-797.391381,4915.038515,1725.367683,-953.470353,10326.733570,-4575.504621,11556.118515,-9027.035225,-2220.134090,-7836.930662,-164.713122,-8851.090030,3633.821397,440.631604,5102.123107
-1246.694962,3817.574466,1600.478335,-904.931901,10676.079645,-6284.471319,22124.763760,-15509.049403,-2651.062781,-11717.441397,-1216.966605,-17242.253824,4629.757537,-4206.607614,8724.860130
-1778.117320,1638.558486,-920.795588,-3025.281091,12674.944695,-7886.363353,28897.751788,-24865.511362,-4374.652894,-17676.282110,-2028.534655,-33604.068964,1221.383038,-8011.071429,13904.886448
-1771.949678,7789.701817,-3270.122115,-7420.971801,12190.795062,-9203.997657,32262.910840,-33984.531833,-7349.021907,-24101.344362,-186.106520,-43098.133472,5233.607545,-8105.260790,13894.943660
-1630.688913,15575.733202,-2384.598414,-9386.978404,14109.115556,-9955.646452,39303.435649,-41443.185715,-7494.803473,-24950.301599,-593.324632,-44795.397302,17665.814223,-7755.463514,8062.397623
